Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.686818658349207e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.524932725975553e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.9036248532084566e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.141682392811376e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.287817474992406e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",4.4334625592924475e-08,CTUh
