Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.41990073395398175,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.2869761444345966,kg CO2-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.2608492563261204,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.2583778848785335,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.2367988728737874,kg CO2-Eq
"electricity production, natural gas, conventional power plant | electricity, high voltage | Cutoff, U",0.22567384373191396,kg CO2-Eq
