Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.0022877167113771707,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0020498213520251463,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.0016841300890608904,kg N-Eq
"treatment of spoil from hard coal mining, in surface landfill | spoil from hard coal mining | Cutoff, U",0.001380165670319928,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0013064350640100706,kg N-Eq
"blasting | blasting | Cutoff, U",0.0011468654108704687,kg N-Eq
