Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.202318764671772e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.115377710706864e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.0223442436600315e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.131420381549874e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.9139320081085266e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.3831322607395478e-08,CTUh
