Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00019021869625039452,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00018703976495380688,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.738121363664196e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.2419056653386345e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4310984725713262e-05,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",8.706229340278287e-06,CTUh
