Process,Contribution,Unit
"lignite mine operation | lignite | Cutoff, U",114.75491643516784,CTUe
"treatment of sulfidic tailings, generic, tailings impoundment | sulfidic tailings, generic | Cutoff, U",50.113483689752066,CTUe
"uranium production, in yellowcake | uranium, in yellowcake | Cutoff, U",29.93443581120459,CTUe
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",29.742843005810975,CTUe
"treatment of water discharge from petroleum/natural gas extraction, onshore | water discharge from petroleum/natural gas extraction, onshore | Cutoff, U",25.572524846059807,CTUe
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment | sulfidic tailings, from copper mine operation | Cutoff, U",15.356046168438274,CTUe
