Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.865313927334809e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.773751798908888e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",5.593160938816615e-10,CTUh
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",5.151644846789973e-10,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",4.795535918500056e-10,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",4.4987656954301593e-10,CTUh
