Process,Contribution,Unit
"treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",0.2518879518858729,kg CO2-Eq
"treatment of municipal solid waste, open dump, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",0.15309602623781207,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm) | municipal solid waste | Cutoff, U",0.07910088489402169,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, dry infiltration class (100mm) | municipal solid waste | Cutoff, U",0.07633931627284207,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, very wet infiltration class (1000mm) | municipal solid waste | Cutoff, U",0.053149973918634234,kg CO2-Eq
"treatment of municipal solid waste, open dump, dry infiltration class (100mm) | municipal solid waste | Cutoff, U",0.03506195868316383,kg CO2-Eq
