Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.3714115254788543e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.2983565777658507e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.590568190652559e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.152118302607345e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.288804139871979e-08,CTUh
"glass fibre production | glass fibre | Cutoff, U",2.6632016615317732e-08,CTUh
