Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.6904332532287074e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.578622857743593e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.3147840863729874e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.885302817047521e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.03350564285878e-10,CTUh
"gold production | gold | Cutoff, U",4.849911686469403e-10,CTUh
