Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.06851250074702273,mol N-Eq
"blasting | blasting | Cutoff, U",0.03440402133076678,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.01041716939108871,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.006783760865624247,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.004397695919520213,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.004210433038945921,mol N-Eq
