Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1606259544364465e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1412295951777693e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.2808276794153627e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.367906495986581e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.731896829080448e-10,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",2.774837998486699e-10,CTUh
