Process,Contribution,Unit
"blasting | blasting | Cutoff, U",16.56348607931127,mol N-Eq
"blasting | blasting | Cutoff, U",8.323158868504434,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",1.600133837179793,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.4302520648033102,mol N-Eq
"transport, freight, sea, container ship, heavy fuel oil | transport, freight, sea, container ship, heavy fuel oil | Cutoff, U",0.3407469302610179,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.28669646751974576,mol N-Eq
