Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.5820113784002888e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.5555728338119361e-07,CTUh
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",1.3276654582586454e-07,CTUh
"electricity production, lignite | electricity, high voltage | Cutoff, U",4.1404273685926165e-08,CTUh
"treatment of lignite ash, opencast refill | lignite ash | Cutoff, U",3.180348526642683e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.10892180828187e-08,CTUh
