Process,Contribution,Unit
"anaerobic digestion of manure | biogas | Cutoff, U",1.1725436485941614,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",1.1557312610454298,kg CO2-Eq
"treatment of municipal solid waste, open dump, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",0.7018337125641487,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",0.5969846086423081,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",0.41431334778677303,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm) | municipal solid waste | Cutoff, U",0.36414859769062524,kg CO2-Eq
