Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.800897651087039e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.754089101890283e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.504240936013465e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.301120465960865e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.107237842185012e-08,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",3.972903863515531e-09,CTUh
