Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.3609548877060383e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.2941500864423315e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",4.080835727359398e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.4988791708523274e-09,CTUh
"anaerobic digestion of manure | biogas | Cutoff, U",3.334057563452605e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",3.2823521403649318e-09,CTUh
