Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.7945932535735246e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.747890063350187e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.491851721128259e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.2936901424539226e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1024947681182044e-10,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",6.681654384357466e-11,CTUh
