Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.8560921572195098,mol N-Eq
"blasting | blasting | Cutoff, U",0.429457128630794,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.1935956920925882,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.18675906897690073,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.13207098671305265,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.12394825485785416,mol N-Eq
