Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.671838706306544e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.51020311861146e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.9006810374920655e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1399168650260983e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.276547401697809e-10,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",2.3213037318137608e-10,CTUh
