Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.005669459980278683,kg N-Eq
"blasting | blasting | Cutoff, U",0.0028312908501559276,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0023773009162943106,kg N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.0019478338459402865,kg N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.001633415143169398,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0012817741948887892,kg N-Eq
