Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.665014884303234e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.50349333619393e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.899340040244411e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1391126136296766e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.271413541862505e-10,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",2.3104053706090345e-10,CTUh
