Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6714015920651406e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6434691598967072e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.284588803161926e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.969903470148025e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.2574685415302572e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",7.650148809748886e-09,CTUh
