Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.8780315167542713,mol N-Eq
"transport, freight, sea, ferry, heavy fuel oil | transport, freight, sea, ferry, heavy fuel oil | Cutoff, U",0.5909204031650113,mol N-Eq
"blasting | blasting | Cutoff, U",0.44138347383728177,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.2971234934069911,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.18905762859210473,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.14001087825027367,mol N-Eq
