Process,Contribution,Unit
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",4257.436837043645,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",2488.908019394935,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",2349.5124481266344,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",927.9894089739249,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",647.3102781261181,"MJ, net calorific value"
"lignite mine operation | lignite | Cutoff, U",160.931325650718,"MJ, net calorific value"
