Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.0026156228566942405,kg N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.0018759849105614039,kg N-Eq
"blasting | blasting | Cutoff, U",0.001324714361451077,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0011337852073315447,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0005308121559889463,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.0005153213172638745,kg N-Eq
