Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1632442415062777e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1438041254830246e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.285973059456795e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.37099239276279e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.751595348207381e-08,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",1.649991502779965e-08,CTUh
