Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.2038582590493925e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.1447648148272811e-08,CTUh
"capacitor production, auxilliaries and energy use | capacitor, auxilliaries and energy use | Cutoff, U",3.710088631198714e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.6097800438382964e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.0949994193755192e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",2.9034663595258576e-09,CTUh
