Process,Contribution,Unit
"blasting | blasting | Cutoff, U",19.33946144784348,mol N-Eq
"blasting | blasting | Cutoff, U",9.715091201871445,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",1.781265661624895,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.6130740039381506,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.44613992505983285,mol N-Eq
"transport, freight, sea, container ship, heavy fuel oil | transport, freight, sea, container ship, heavy fuel oil | Cutoff, U",0.43398311832143316,mol N-Eq
