Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1614453949670928e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1420353412335826e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.282438019625995e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.3688722834744976e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.738061838697733e-10,CTUh
"chloroform production | chloroform | Cutoff, U",4.5895586003280515e-10,CTUh
