Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.03758884935259952,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.022447915063308795,mol N-Eq
"blasting | blasting | Cutoff, U",0.018843832779875103,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.014306975251112854,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.011025054176827018,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.010888122266006075,mol N-Eq
