Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.951594818762294e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.852131877385243e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1695897500318571e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.014512455925624e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.477645164428191e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.727782351731602e-08,CTUh
