Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.10345867438561192,mol N-Eq
"blasting | blasting | Cutoff, U",0.05175464035730782,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.026391157034508242,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.022554948704535487,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.016502663579909267,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.014739642224221122,mol N-Eq
