Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4825058238596957e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4577302142390866e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.91337644572623e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.7472720983396388e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1153539909194421e-07,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",6.786110526929984e-08,CTUh
