Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.171787874899494e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.118781015214248e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.233103396190621e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.738249365682326e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.386274784006414e-08,CTUh
"tin mine operation | tin concentrate | Cutoff, U",7.226630078240298e-09,CTUh
