Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.639331624763009e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.5952231639785436e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.1867361762031196e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.110699757123028e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.9856846520677933e-08,CTUh
"treatment of lignite ash, opencast refill | lignite ash | Cutoff, U",1.3286903839990837e-08,CTUh
