Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.13966347992222153,mol N-Eq
"blasting | blasting | Cutoff, U",0.06973555815664836,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.04937264429327398,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.03116004229232845,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.029684794240998742,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.02727541342790269,mol N-Eq
