Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.003648316272036642,kg N-Eq
"blasting | blasting | Cutoff, U",0.001825586318749547,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0011560693597884846,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.0010651901272189196,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0008825787876164992,kg N-Eq
"treatment of spoil from hard coal mining, in surface landfill | spoil from hard coal mining | Cutoff, U",0.0007717586581933617,kg N-Eq
