Process,Contribution,Unit
"clinker production | clinker | Cutoff, U",23.839399490027485,kg CO2-Eq
"market for electricity, high voltage, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",23.665197551389344,kg CO2-Eq
"clinker production | clinker | Cutoff, U",10.118722690400793,kg CO2-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",9.003148681737063,kg CO2-Eq
"pig iron production | pig iron | Cutoff, U",7.805265539093127,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",4.190358738297146,kg CO2-Eq
