Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.07452762080219293,mol N-Eq
"blasting | blasting | Cutoff, U",0.037296298330550676,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.012914056468709136,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.00908154272453599,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.007849189914374615,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.006417185246151855,mol N-Eq
