Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.9031908920177024,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.7284562287377818,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.5602579641481377,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.5541876919479763,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.530773762767136,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.446386267183,kg CO2-Eq
