Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.95159469035754e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.852131751126385e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1695897247981357e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.01451230458858e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.477645067823676e-08,CTUh
"gold production | gold | Cutoff, U",2.288802761656004e-08,CTUh
