Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.338801814541826e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.249579858398331e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.0491654875521517e-06,CTUh
"gold production | gold | Cutoff, U",7.375854814780624e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.292278451107658e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.0166141776591987e-07,CTUh
