Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",7.519985687252431e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",7.1508543120092775e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.2548746133310114e-09,CTUh
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",2.1672677468234827e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.9333132585007726e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",1.8136707791741408e-09,CTUh
