Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.3615721384733785e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.288681626412113e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.571232119332779e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.140521662578859e-10,CTUh
"glass fibre production | glass fibre | Cutoff, U",3.4707861221355426e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.281401538554577e-10,CTUh
