Process,Contribution,Unit
"treatment of waste plastic, mixture, open burning | waste plastic, mixture | Cutoff, U",5.644281828933152e-10,CTUh
"chlor-alkali electrolysis, membrane cell | chlorine, gaseous | Cutoff, U",3.6643635415450667e-10,CTUh
"chlor-alkali electrolysis, membrane cell | sodium hydroxide, without water, in 50% solution state | Cutoff, U",2.0814351074070244e-10,CTUh
"chlor-alkali electrolysis, membrane cell | sodium hypochlorite, without water, in 15% solution state | Cutoff, U",1.4561043304854985e-10,CTUh
"chlor-alkali electrolysis, average production | chlorine, gaseous | Cutoff, U",1.3433368450202294e-10,CTUh
"coke production, wet quenching | coke | Cutoff, U",1.0566294747126647e-10,CTUh
