Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.053438384217410914,kg N-Eq
"transport, freight, sea, ferry, heavy fuel oil | transport, freight, sea, ferry, heavy fuel oil | Cutoff, U",0.053323866410750494,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.027095763272993015,kg N-Eq
"blasting | blasting | Cutoff, U",0.02686329500941284,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.018392374467579995,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.017263713033410504,kg N-Eq
