Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.411833862327233e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.3213913959661e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.063517528830965e-06,CTUh
"gold production | gold | Cutoff, U",7.377152396126614e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.378353566177238e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.07155938236025e-07,CTUh
