Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.686818449357564e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.524932520476574e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.9036248121380392e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1416823681797514e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.287817317758848e-08,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",1.374017012807011e-08,CTUh
