Flow,UUID,Unit,Amount,Direction,UUID_provider
mexico_transport,,tkm,65.2598981188,output,
S1,2a15cb25-a48d-42c7-9c56-c677b161539d,tkm,15.532590041,Input,7020925a-f8af-44b0-b9eb-ce694dace5a6
P2,3740ee4f-93e4-49b2-9e57-c7bedfbfa4b0,tkm,12.60417057,Input,3c646b95-1e7c-414a-8e15-1e7db68dc3c0
P1,8fce58cb-f1e9-4c68-a807-51816721a6eb,tkm,2.92841947105,Input,741d4998-aa69-469e-aadb-a9cbfeb51879
R2,a9058767-f4f4-4489-a016-78b866aac0da,tkm,10.35767127,Input,71bd769c-73f8-4bf7-bd3c-bfbb1f1ce262
R3,ad8b8c46-7f50-49b5-b453-8bbffbf559df,tkm,2.99409947105,Input,93e12cb7-82ed-4a39-a337-efc6d3dafdcd
