Process,Contribution,Unit
"blasting | blasting | Cutoff, U",2.060947655035638,mol N-Eq
"blasting | blasting | Cutoff, U",1.0378785252845721,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.4465549796378004,mol N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.23858371430602246,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.1324843478113542,mol N-Eq
"iron sinter production | iron sinter | Cutoff, U",0.10428444823806005,mol N-Eq
