Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.156866189416134e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1208206819700046e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.238609421761673e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.542069010432173e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6227047971935437e-06,CTUh
