Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1568661428820732e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.12082063621362e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.238609330314318e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.5420689555874194e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.622704762183934e-06,CTUh
