Process,Contribution,Unit
"blasting | blasting | Cutoff, U",1.0088303330754687,kg N-Eq
"blasting | blasting | Cutoff, U",0.5069156858566527,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.14505727692977238,kg N-Eq
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",0.06352649904297726,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.04246963150404426,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.03949240197957875,kg N-Eq
