Process,Contribution,Unit
"blasting | blasting | Cutoff, U",19.5209949692741,mol N-Eq
"blasting | blasting | Cutoff, U",9.811189078683524,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",2.329562550184773,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.6639087884792452,mol N-Eq
"transport, freight, sea, ferry, heavy fuel oil | transport, freight, sea, ferry, heavy fuel oil | Cutoff, U",0.590939604855882,mol N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.4991289360761987,mol N-Eq
