Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.4215611808100856e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.253607990913461e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.025958261815048e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",8.796492268389671e-09,CTUh
"anaerobic digestion of manure | biogas | Cutoff, U",8.38211614267679e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",8.25212412745848e-09,CTUh
