Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.0001898639841464898,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00018669098079195318,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.7311506666733446e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.23772505065152e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.428429818227106e-05,CTUh
