Process,Contribution,Unit
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",4452.585277618085,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",2602.992276498185,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",2457.2072203362277,"MJ, net calorific value"
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",1229.9536553251223,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",970.5257267074393,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",676.98108621539,"MJ, net calorific value"
