Process,Contribution,Unit
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",9855.592189470017,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",368.50584371453954,m3 world Eq deprived
"gravel and sand quarry operation | gravel, round | Cutoff, U",22.68507722045821,m3 world Eq deprived
"gravel and sand quarry operation | gravel, round | Cutoff, U",3.5658197262542606,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",3.017722275086751,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",2.9097514330933403,m3 world Eq deprived
