Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.12543252780821174,kg N-Eq
"blasting | blasting | Cutoff, U",0.06316692549964437,kg N-Eq
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",0.06217259947813154,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.04072295959467659,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.02480552793300299,kg N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.021501715992068206,kg N-Eq
