Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.05163819950642917,kg N-Eq
"blasting | blasting | Cutoff, U",0.025904154660264283,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.017493090312747546,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.01686403697482723,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.013918492573549535,kg N-Eq
