Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.376294056942023e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.3087363062884305e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",4.1268303671609645e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.5383146438593927e-09,CTUh
"anaerobic digestion of manure | biogas | Cutoff, U",3.3716353506888288e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",3.3193471616018364e-09,CTUh
