Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00018989943723097467,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.0001867258413851528,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.731847380167514e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.2381428984894412e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4286965472924103e-05,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",8.6912504414596e-06,CTUh
