Process,Contribution,Unit
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",3920.1451187615635,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",146.57631491856057,m3 world Eq deprived
"gravel and sand quarry operation | gravel, round | Cutoff, U",9.023181258404986,m3 world Eq deprived
"gravel and sand quarry operation | gravel, round | Cutoff, U",1.4183349438093553,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",1.2003245486454637,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",1.1573782333889049,m3 world Eq deprived
